Country,Year,GDP,Per Capita,Growth
guinea-bissau,1992,$0.59B,$575 ,1.10%
guinea-bissau,1991,$0.67B,$673 ,5.10%
guinea-bissau,1990,$0.63B,$651 ,6.10%
guinea-bissau,1989,$0.55B,$578 ,6.10%
guinea-bissau,1988,$0.43B,$453 ,4.60%
guinea-bissau,1987,$0.45B,$487 ,2.90%
guinea-bissau,1986,$0.34B,$370 ,-0.79%
guinea-bissau,1985,$0.37B,$415 ,4.17%
guinea-bissau,1984,$0.36B,$406 ,9.11%
guinea-bissau,1983,$0.43B,$487 ,-3.40%
guinea-bissau,1982,$0.43B,$501 ,4.20%
guinea-bissau,1981,$0.40B,$476 ,18.17%
guinea-bissau,1980,$0.29B,$346 ,-15.95%
guinea-bissau,1979,$0.31B,$375 ,1.99%
guinea-bissau,1978,$0.32B,$401 ,13.13%
guinea-bissau,1977,$0.30B,$400 ,-7.17%
guinea-bissau,1976,$0.29B,$417 ,4.94%
guinea-bissau,1975,$0.28B,$429 ,7.85%
guinea-bissau,1974,$0.26B,$412 ,4.56%
guinea-bissau,1973,$0.23B,$385 ,1.11%
guinea-bissau,1972,$0.23B,$383 ,6.37%
guinea-bissau,1971,$0.20B,$343 ,-3.91%
guinea-bissau,1970,$0.20B,$346 ,%
turks-and-caicos-islands,2023,$1.40B,"$30,438 ",1.20%
turks-and-caicos-islands,2022,$1.23B,"$26,887 ",6.20%
turks-and-caicos-islands,2021,$1.05B,"$23,181 ",9.03%
turks-and-caicos-islands,2020,$0.77B,"$17,496 ",-26.78%
turks-and-caicos-islands,2019,$1.18B,"$27,328 ",5.31%
turks-and-caicos-islands,2018,$1.13B,"$27,207 ",5.61%
turks-and-caicos-islands,2017,$1.03B,"$25,824 ",-2.50%
turks-and-caicos-islands,2016,$1.03B,"$26,995 ",7.25%
turks-and-caicos-islands,2015,$0.94B,"$25,783 ",11.31%
turks-and-caicos-islands,2014,$0.84B,"$24,041 ",8.71%
turks-and-caicos-islands,2013,$0.75B,"$22,452 ",1.07%
turks-and-caicos-islands,2012,$0.73B,"$22,666 ",-0.97%
turks-and-caicos-islands,2011,$0.73B,"$23,650 ",%
turks-and-caicos-islands,2010,$0.69B,"$23,104 ",%
turks-and-caicos-islands,2009,$0.70B,"$24,603 ",%
turks-and-caicos-islands,2008,$0.86B,"$31,460 ",%
turks-and-caicos-islands,2007,$0.77B,"$29,446 ",%
turks-and-caicos-islands,2006,$0.72B,"$28,729 ",%
turks-and-caicos-islands,2005,$0.58B,"$24,115 ",%
turks-and-caicos-islands,2004,$0.49B,"$21,234 ",%
turks-and-caicos-islands,2003,$0.41B,"$18,849 ",%
turks-and-caicos-islands,2002,$0.37B,"$17,803 ",%
turks-and-caicos-islands,2001,$0.36B,"$18,324 ",%
comoros,2023,$1.35B,"$1,587 ",2.70%
comoros,2022,$1.24B,"$1,485 ",2.39%
comoros,2021,$1.30B,"$1,577 ",2.11%
comoros,2020,$1.23B,"$1,520 ",-0.20%
comoros,2019,$1.20B,"$1,511 ",1.76%
comoros,2018,$1.19B,"$1,531 ",3.64%
comoros,2017,$1.08B,"$1,415 ",3.82%
comoros,2016,$1.01B,"$1,357 ",3.32%
comoros,2015,$0.97B,"$1,323 ",1.15%
comoros,2014,$1.15B,"$1,609 ",2.11%
comoros,2013,$1.12B,"$1,596 ",4.47%
comoros,2012,$1.02B,"$1,484 ",3.17%
comoros,2011,$1.02B,"$1,527 ",4.14%
comoros,2010,$0.91B,"$1,384 ",3.78%
comoros,2009,$0.91B,"$1,409 ",3.24%
comoros,2008,$0.92B,"$1,455 ",3.96%
comoros,2007,$0.80B,"$1,290 ",0.80%
comoros,2006,$0.70B,"$1,155 ",2.65%
comoros,2005,$0.65B,"$1,103 ",2.84%
comoros,2004,$0.63B,"$1,090 ",1.92%
comoros,2003,$0.55B,$959 ,2.10%
comoros,2002,$0.43B,$762 ,2.32%
comoros,2001,$0.38B,$691 ,2.33%
comoros,2000,$0.35B,$654 ,10.85%
comoros,1999,$0.38B,$726 ,1.92%
comoros,1998,$0.37B,$717 ,1.28%
comoros,1997,$0.36B,$722 ,4.03%
comoros,1996,$0.40B,$801 ,-1.29%
comoros,1995,$0.40B,$824 ,3.61%
comoros,1994,$0.32B,$674 ,-5.28%
comoros,1993,$0.45B,$977 ,3.01%
comoros,1992,$0.46B,"$1,010 ",8.53%
comoros,1991,$0.42B,$959 ,-5.40%
comoros,1990,$0.43B,$997 ,5.09%
comoros,1989,$0.34B,$814 ,-3.18%
comoros,1988,$0.36B,$874 ,2.69%
comoros,1987,$0.34B,$850 ,1.64%
comoros,1986,$0.28B,$723 ,1.87%
comoros,1985,$0.20B,$524 ,2.28%
comoros,1984,$0.18B,$505 ,4.11%
comoros,1983,$0.19B,$538 ,4.82%
comoros,1982,$0.18B,$530 ,6.38%
comoros,1981,$0.20B,$581 ,3.86%
comoros,1980,$0.21B,$646 ,%
grenada,2023,$1.32B,"$10,464 ",4.81%
grenada,2022,$1.22B,"$9,762 ",7.32%
grenada,2021,$1.12B,"$9,011 ",4.69%
grenada,2020,$1.04B,"$8,438 ",-13.76%
grenada,2019,$1.21B,"$9,888 ",0.68%
grenada,2018,$1.17B,"$9,574 ",4.36%
grenada,2017,$1.13B,"$9,309 ",4.44%
grenada,2016,$1.06B,"$8,850 ",3.74%
grenada,2015,$1.00B,"$8,380 ",6.45%
grenada,2014,$0.91B,"$7,726 ",7.34%
grenada,2013,$0.84B,"$7,205 ",2.35%
grenada,2012,$0.80B,"$6,901 ",-1.15%
grenada,2011,$0.78B,"$6,776 ",0.76%
grenada,2010,$0.77B,"$6,761 ",-0.51%
grenada,2009,$0.77B,"$6,810 ",-6.61%
grenada,2008,$0.83B,"$7,343 ",0.95%
grenada,2007,$0.76B,"$6,791 ",6.12%
grenada,2006,$0.70B,"$6,295 ",-4.00%
grenada,2005,$0.70B,"$6,309 ",13.28%
grenada,2004,$0.60B,"$5,471 ",-0.65%
grenada,2003,$0.59B,"$5,435 ",9.46%
grenada,2002,$0.54B,"$4,992 ",3.44%
grenada,2001,$0.52B,"$4,822 ",-2.02%
grenada,2000,$0.52B,"$4,841 ",4.89%
grenada,1999,$0.48B,"$4,512 ",6.90%
grenada,1998,$0.45B,"$4,199 ",11.75%
grenada,1997,$0.39B,"$3,716 ",5.02%
grenada,1996,$0.37B,"$3,500 ",4.44%
grenada,1995,$0.34B,"$3,288 ",2.13%
grenada,1994,$0.33B,"$3,151 ",1.69%
grenada,1993,$0.31B,"$3,032 ",-1.96%
grenada,1992,$0.31B,"$3,070 ",-0.85%
grenada,1991,$0.30B,"$3,015 ",1.39%
grenada,1990,$0.28B,"$2,808 ",4.01%
grenada,1989,$0.27B,"$2,694 ",3.77%
grenada,1988,$0.24B,"$2,366 ",2.97%
grenada,1987,$0.22B,"$2,137 ",9.10%
grenada,1986,$0.19B,"$1,859 ",7.19%
grenada,1985,$0.17B,"$1,668 ",5.98%
grenada,1984,$0.15B,"$1,461 ",3.57%
grenada,1983,$0.13B,"$1,343 ",3.63%
grenada,1982,$0.13B,"$1,299 ",4.12%
grenada,1981,$0.12B,"$1,215 ",1.53%
grenada,1980,$0.11B,"$1,169 ",-0.53%
grenada,1979,$0.10B,"$1,074 ",5.60%
grenada,1978,$0.09B,$922 ,5.34%
grenada,1977,$0.07B,$742 ,%
bermuda,2022,$7.83B,"$123,091 ",6.43%
bermuda,2021,$7.29B,"$114,275 ",5.42%
bermuda,2020,$6.89B,"$107,792 ",-6.84%
bermuda,2019,$7.42B,"$116,153 ",0.31%
bermuda,2018,$7.23B,"$113,051 ",-0.43%
bermuda,2017,$7.14B,"$111,821 ",3.61%
bermuda,2016,$6.90B,"$106,886 ",-0.66%
bermuda,2015,$6.65B,"$102,006 ",0.78%
bermuda,2014,$6.41B,"$98,468 ",-3.70%
bermuda,2013,$6.47B,"$99,472 ",-0.28%
bermuda,2012,$6.38B,"$98,432 ",-5.31%
bermuda,2011,$6.31B,"$97,774 ",-3.74%
bermuda,2010,$6.63B,"$101,875 ",-2.50%
bermuda,2009,$6.66B,"$101,408 ",-5.63%
bermuda,2008,$6.98B,"$106,935 ",-1.87%
bermuda,2007,$6.77B,"$104,287 ",3.35%
bermuda,2006,$6.14B,"$95,222 ",5.54%
bermuda,2005,$4.87B,"$75,882 ",1.67%
bermuda,2004,$4.48B,"$70,359 ",2.32%
bermuda,2003,$4.19B,"$66,112 ",3.41%
bermuda,2002,$3.94B,"$62,583 ",-1.48%
bermuda,2001,$3.68B,"$58,884 ",7.22%
bermuda,2000,$3.48B,"$56,284 ",9.32%
bermuda,1999,$3.32B,"$54,245 ",3.38%
bermuda,1998,$3.13B,"$51,372 ",3.90%
bermuda,1997,$2.93B,"$48,479 ",4.60%
bermuda,1996,$2.70B,"$44,827 ",2.60%
bermuda,1995,$2.03B,"$33,990 ",4.40%
bermuda,1994,$1.87B,"$31,476 ",0.60%
bermuda,1993,$1.82B,"$30,901 ",3.01%
bermuda,1992,$1.68B,"$28,670 ",-0.06%
bermuda,1991,$1.63B,"$27,700 ",-3.53%
bermuda,1990,$1.59B,"$26,842 ",0.02%
bermuda,1989,$1.50B,"$25,518 ",0.44%
bermuda,1988,$1.42B,"$24,253 ",4.06%
bermuda,1987,$1.30B,"$22,412 ",3.75%
bermuda,1986,$1.17B,"$20,451 ",6.67%
bermuda,1985,$1.04B,"$18,270 ",-2.00%
bermuda,1984,$0.99B,"$17,470 ",0.48%
bermuda,1983,$0.89B,"$15,902 ",2.01%
bermuda,1982,$0.79B,"$14,166 ",-5.29%
bermuda,1981,$0.74B,"$13,426 ",2.38%
bermuda,1980,$0.61B,"$11,218 ",7.94%
bermuda,1979,$0.52B,"$9,613 ",2.15%
bermuda,1978,$0.48B,"$8,877 ",1.45%
bermuda,1977,$0.45B,"$8,371 ",5.90%
bermuda,1976,$0.39B,"$7,261 ",8.94%
bermuda,1975,$0.35B,"$6,509 ",3.77%
bermuda,1974,$0.31B,"$5,854 ",0.88%
bermuda,1973,$0.27B,"$5,009 ",1.48%
bermuda,1972,$0.24B,"$4,343 ",1.81%
bermuda,1971,$0.21B,"$3,866 ",3.44%
bermuda,1970,$0.19B,"$3,387 ",6.31%
bermuda,1969,$0.16B,"$3,054 ",3.44%
bermuda,1968,$0.15B,"$2,830 ",2.11%
bermuda,1967,$0.16B,"$2,983 ",13.28%
bermuda,1966,$0.13B,"$2,631 ",14.36%
bermuda,1965,$0.11B,"$2,282 ",4.76%
bermuda,1964,$0.11B,"$2,200 ",11.11%
bermuda,1963,$0.10B,"$2,020 ",1.07%
bermuda,1962,$0.09B,"$2,020 ",4.47%
bermuda,1961,$0.09B,"$1,962 ",4.68%
bermuda,1960,$0.08B,"$1,902 ",%
monaco,2022,$8.78B,"$240,862 ",11.10%
monaco,2021,$8.63B,"$235,133 ",21.87%
monaco,2020,$6.74B,"$182,537 ",-13.01%
monaco,2019,$7.38B,"$199,383 ",7.08%
monaco,2018,$7.18B,"$193,968 ",5.78%
monaco,2017,$6.43B,"$173,612 ",-3.04%
monaco,2016,$6.47B,"$174,412 ",2.96%
monaco,2015,$6.26B,"$170,339 ",4.86%
monaco,2014,$7.07B,"$195,773 ",7.19%
monaco,2013,$6.56B,"$185,056 ",9.58%
monaco,2012,$5.74B,"$165,497 ",1.01%
monaco,2011,$6.09B,"$179,369 ",7.02%
monaco,2010,$5.37B,"$161,781 ",2.07%
monaco,2009,$5.47B,"$168,957 ",-11.33%
monaco,2008,$6.50B,"$204,097 ",0.74%
monaco,2007,$5.88B,"$184,640 ",14.44%
monaco,2006,$4.59B,"$143,289 ",5.79%
monaco,2005,$4.20B,"$130,819 ",1.88%
monaco,2004,$4.04B,"$125,436 ",2.47%
monaco,2003,$3.60B,"$111,310 ",1.09%
monaco,2002,$2.92B,"$90,152 ",1.03%
monaco,2001,$2.67B,"$82,410 ",2.19%
monaco,2000,$2.65B,"$81,764 ",3.91%
monaco,1999,$2.91B,"$89,743 ",3.30%
monaco,1998,$2.93B,"$91,111 ",3.50%
monaco,1997,$2.84B,"$88,845 ",2.24%
monaco,1996,$3.14B,"$98,928 ",1.11%
monaco,1995,$3.13B,"$99,432 ",2.12%
monaco,1994,$2.72B,"$87,042 ",2.22%
monaco,1993,$2.57B,"$82,984 ",-0.91%
monaco,1992,$2.74B,"$88,883 ",1.37%
monaco,1991,$2.48B,"$81,159 ",1.02%
monaco,1990,$2.48B,"$81,813 ",2.64%
monaco,1989,$2.01B,"$66,829 ",4.16%
monaco,1988,$2.00B,"$67,133 ",4.60%
monaco,1987,$1.84B,"$62,342 ",2.48%
monaco,1986,$1.52B,"$51,943 ",2.45%
monaco,1985,$1.08B,"$37,590 ",1.71%
monaco,1984,$1.04B,"$36,517 ",1.48%
monaco,1983,$1.09B,"$39,041 ",1.20%
monaco,1982,$1.14B,"$41,461 ",2.43%
monaco,1981,$1.21B,"$44,172 ",0.92%
monaco,1980,$1.38B,"$50,900 ",1.69%
monaco,1979,$1.21B,"$45,087 ",3.53%
monaco,1978,$1.00B,"$37,681 ",3.95%
monaco,1977,$0.81B,"$30,912 ",3.55%
monaco,1976,$0.74B,"$28,393 ",4.41%
monaco,1975,$0.71B,"$27,894 ",-0.97%
monaco,1974,$0.56B,"$22,324 ",4.47%
monaco,1973,$0.52B,"$20,857 ",6.55%
monaco,1972,$0.40B,"$16,170 ",4.65%
monaco,1971,$0.33B,"$13,316 ",5.23%
monaco,1970,$0.29B,"$12,078 ",%
guam,2022,$6.91B,"$40,227 ",5.10%
guam,2021,$6.23B,"$36,556 ",2.06%
guam,2020,$5.92B,"$34,958 ",-10.52%
guam,2019,$6.36B,"$37,687 ",2.52%
guam,2018,$6.05B,"$35,873 ",-0.83%
guam,2017,$6.01B,"$35,663 ",0.89%
guam,2016,$5.90B,"$35,053 ",0.18%
guam,2015,$5.80B,"$34,522 ",0.83%
guam,2014,$5.61B,"$33,484 ",1.79%
guam,2013,$5.40B,"$32,319 ",1.69%
guam,2012,$5.27B,"$31,642 ",2.13%
guam,2011,$4.98B,"$30,088 ",0.08%
guam,2010,$4.95B,"$30,011 ",2.26%
guam,2009,$4.83B,"$29,335 ",0.44%
guam,2008,$4.66B,"$28,277 ",2.03%
guam,2007,$4.40B,"$26,687 ",0.72%
guam,2006,$4.24B,"$25,736 ",-3.65%
guam,2005,$4.21B,"$25,622 ",3.64%
guam,2004,$3.87B,"$23,591 ",6.49%
guam,2003,$3.57B,"$21,844 ",0.88%
guam,2002,$3.39B,"$20,878 ",%
liechtenstein,2022,$7.36B,"$187,267 ",%
liechtenstein,2021,$7.71B,"$197,505 ",%
liechtenstein,2020,$6.41B,"$165,287 ",%
liechtenstein,2019,$6.44B,"$167,259 ",%
liechtenstein,2018,$6.69B,"$175,287 ",%
liechtenstein,2017,$6.47B,"$170,876 ",%
liechtenstein,2016,$6.24B,"$165,846 ",%
liechtenstein,2015,$6.27B,"$167,809 ",%
liechtenstein,2014,$6.66B,"$179,468 ",%
liechtenstein,2013,$6.39B,"$173,659 ",%
liechtenstein,2012,$5.46B,"$149,462 ",%
liechtenstein,2011,$5.74B,"$158,604 ",%
liechtenstein,2010,$5.08B,"$141,467 ",%
liechtenstein,2009,$4.50B,"$126,261 ",-1.16%
liechtenstein,2008,$5.08B,"$143,541 ",1.80%
liechtenstein,2007,$4.60B,"$130,908 ",3.33%
liechtenstein,2006,$4.00B,"$114,652 ",8.65%
liechtenstein,2005,$3.66B,"$105,751 ",4.83%
liechtenstein,2004,$3.45B,"$100,711 ",3.04%
liechtenstein,2003,$3.07B,"$90,318 ",-1.94%
liechtenstein,2002,$2.69B,"$79,798 ",-0.99%
liechtenstein,2001,$2.49B,"$74,658 ",-0.73%
liechtenstein,2000,$2.48B,"$75,210 ",3.22%
liechtenstein,1999,$2.66B,"$81,683 ",10.41%
liechtenstein,1998,$2.48B,"$77,033 ",7.76%
liechtenstein,1997,$2.30B,"$72,345 ",7.23%
liechtenstein,1996,$2.50B,"$79,906 ",6.91%
liechtenstein,1995,$2.43B,"$78,618 ",5.88%
liechtenstein,1994,$1.95B,"$63,984 ",6.87%
liechtenstein,1993,$1.67B,"$55,747 ",4.33%
liechtenstein,1992,$1.63B,"$55,143 ",3.61%
liechtenstein,1991,$1.48B,"$50,883 ",1.80%
liechtenstein,1990,$1.42B,"$49,418 ",2.25%
liechtenstein,1989,$1.12B,"$39,496 ",4.49%
liechtenstein,1988,$1.16B,"$41,574 ",5.63%
liechtenstein,1987,$1.05B,"$38,227 ",9.23%
liechtenstein,1986,$0.78B,"$28,696 ",4.00%
liechtenstein,1985,$0.53B,"$19,753 ",7.02%
liechtenstein,1984,$0.50B,"$19,024 ",4.29%
liechtenstein,1983,$0.52B,"$20,112 ",0.54%
liechtenstein,1982,$0.52B,"$20,324 ",-1.59%
liechtenstein,1981,$0.51B,"$20,187 ",4.81%
liechtenstein,1980,$0.53B,"$21,385 ",4.76%
liechtenstein,1979,$0.50B,"$20,441 ",4.76%
liechtenstein,1978,$0.44B,"$18,050 ",4.76%
liechtenstein,1977,$0.30B,"$12,750 ",4.76%
liechtenstein,1976,$0.27B,"$11,637 ",4.76%
liechtenstein,1975,$0.25B,"$10,699 ",1.67%
liechtenstein,1974,$0.19B,"$8,569 ",1.67%
liechtenstein,1973,$0.17B,"$7,457 ",1.67%
liechtenstein,1972,$0.12B,"$5,712 ",1.67%
liechtenstein,1971,$0.10B,"$4,875 ",1.67%
liechtenstein,1970,$0.09B,"$4,272 ",%
bhutan,2022,$2.90B,"$3,704 ",5.21%
bhutan,2021,$2.77B,"$3,561 ",4.42%
bhutan,2020,$2.46B,"$3,181 ",-10.22%
bhutan,2019,$2.74B,"$3,565 ",5.76%
bhutan,2018,$2.58B,"$3,390 ",3.50%
bhutan,2017,$2.59B,"$3,427 ",3.51%
bhutan,2016,$2.32B,"$3,098 ",8.40%
bhutan,2015,$2.15B,"$2,899 ",6.57%
bhutan,2014,$2.06B,"$2,794 ",5.72%
bhutan,2013,$1.91B,"$2,625 ",1.66%
bhutan,2012,$1.94B,"$2,690 ",5.10%
bhutan,2011,$1.94B,"$2,717 ",8.31%
bhutan,2010,$1.67B,"$2,372 ",11.93%
bhutan,2009,$1.33B,"$1,908 ",7.67%
bhutan,2008,$1.32B,"$1,910 ",4.53%
bhutan,2007,$1.26B,"$1,842 ",16.10%
bhutan,2006,$0.94B,"$1,400 ",5.64%
bhutan,2005,$0.86B,"$1,297 ",6.94%
bhutan,2004,$0.74B,"$1,131 ",5.16%
bhutan,2003,$0.65B,"$1,027 ",7.79%
bhutan,2002,$0.56B,$904 ,10.44%
bhutan,2001,$0.50B,$822 ,7.33%
bhutan,2000,$0.46B,$785 ,3.36%
bhutan,1999,$0.40B,$699 ,7.98%
bhutan,1998,$0.36B,$652 ,5.91%
bhutan,1997,$0.35B,$644 ,5.37%
bhutan,1996,$0.30B,$564 ,5.57%
bhutan,1995,$0.29B,$551 ,7.07%
bhutan,1994,$0.26B,$497 ,4.95%
bhutan,1993,$0.23B,$434 ,1.99%
bhutan,1992,$0.24B,$440 ,4.60%
bhutan,1991,$0.24B,$423 ,-0.41%
bhutan,1990,$0.29B,$515 ,10.38%
bhutan,1989,$0.26B,$487 ,7.36%
bhutan,1988,$0.27B,$515 ,4.77%
bhutan,1987,$0.24B,$472 ,29.05%
bhutan,1986,$0.19B,$383 ,11.39%
bhutan,1985,$0.16B,$337 ,4.03%
bhutan,1984,$0.16B,$341 ,4.56%
bhutan,1983,$0.16B,$344 ,10.43%
bhutan,1982,$0.14B,$320 ,3.44%
bhutan,1981,$0.14B,$325 ,15.12%
bhutan,1980,$0.13B,$310 ,5.01%
bhutan,1979,$0.11B,$262 ,4.79%
bhutan,1978,$0.09B,$242 ,7.13%
bhutan,1977,$0.10B,$260 ,7.90%
bhutan,1976,$0.09B,$243 ,8.95%
bhutan,1975,$0.09B,$246 ,-3.31%
bhutan,1974,$0.09B,$273 ,5.16%
bhutan,1973,$0.08B,$239 ,1.47%
bhutan,1972,$0.07B,$220 ,1.16%
bhutan,1971,$0.07B,$215 ,2.68%
bhutan,1970,$0.06B,$207 ,%
american-samoa,2022,$0.87B,"$19,673 ",1.74%
american-samoa,2021,$0.75B,"$16,654 ",-0.78%
american-samoa,2020,$0.72B,"$15,610 ",4.41%
american-samoa,2019,$0.65B,"$13,673 ",-0.49%
american-samoa,2018,$0.64B,"$13,196 ",2.67%
american-samoa,2017,$0.61B,"$12,373 ",-6.99%
american-samoa,2016,$0.67B,"$13,301 ",-1.68%
american-samoa,2015,$0.67B,"$13,102 ",3.15%
american-samoa,2014,$0.64B,"$12,314 ",1.76%
american-samoa,2013,$0.64B,"$12,039 ",-2.50%
american-samoa,2012,$0.64B,"$11,920 ",-4.33%
american-samoa,2011,$0.57B,"$10,495 ",0.00%
american-samoa,2010,$0.57B,"$10,447 ",0.30%
american-samoa,2009,$0.68B,"$12,192 ",-4.17%
american-samoa,2008,$0.56B,"$10,020 ",-2.66%
american-samoa,2007,$0.52B,"$9,187 ",1.85%
american-samoa,2006,$0.49B,"$8,674 ",-4.10%
american-samoa,2005,$0.50B,"$8,733 ",-0.41%
american-samoa,2004,$0.51B,"$8,833 ",0.41%
american-samoa,2003,$0.52B,"$9,044 ",0.97%
american-samoa,2002,$0.51B,"$8,801 ",%
aruba,2022,$3.54B,"$33,301 ",10.46%
aruba,2021,$3.10B,"$29,128 ",27.64%
aruba,2020,$2.56B,"$24,008 ",-23.98%
aruba,2019,$3.40B,"$31,903 ",-2.30%
aruba,2018,$3.28B,"$30,918 ",2.38%
aruba,2017,$3.09B,"$29,329 ",7.05%
aruba,2016,$2.98B,"$28,450 ",1.72%
aruba,2015,$2.96B,"$28,419 ",-0.62%
aruba,2014,$2.79B,"$26,940 ",-1.59%
aruba,2013,$2.73B,"$26,515 ",6.43%
aruba,2012,$2.62B,"$25,611 ",-1.04%
aruba,2011,$2.64B,"$26,043 ",3.37%
aruba,2010,$2.45B,"$24,453 ",-2.73%
aruba,2009,$2.55B,"$25,741 ",-11.68%
aruba,2008,$2.84B,"$29,012 ",1.84%
aruba,2007,$2.68B,"$27,665 ",3.09%
aruba,2006,$2.47B,"$25,833 ",1.13%
aruba,2005,$2.36B,"$24,978 ",-0.38%
aruba,2004,$2.25B,"$24,106 ",7.29%
aruba,2003,$2.04B,"$22,051 ",1.11%
aruba,2002,$1.96B,"$21,375 ",-0.95%
aruba,2001,$1.90B,"$20,911 ",4.18%
aruba,2000,$1.87B,"$21,026 ",7.62%
aruba,1999,$1.72B,"$19,834 ",1.24%
aruba,1998,$1.67B,"$19,742 ",1.99%
aruba,1997,$1.53B,"$18,713 ",7.05%
aruba,1996,$1.38B,"$17,375 ",1.19%
aruba,1995,$1.32B,"$17,140 ",2.55%
aruba,1994,$1.25B,"$16,675 ",8.20%
aruba,1993,$1.08B,"$14,970 ",7.31%
aruba,1992,$0.96B,"$13,658 ",5.88%
aruba,1991,$0.87B,"$12,850 ",7.96%
aruba,1990,$0.76B,"$11,639 ",3.96%
aruba,1989,$0.70B,"$10,767 ",12.13%
aruba,1988,$0.60B,"$9,275 ",18.65%
aruba,1987,$0.49B,"$7,567 ",16.08%
aruba,1986,$0.41B,"$6,283 ",%
