Country,Trade Type,Category,Value,Year
belarus,Import,"Paper and paperboard, articles of pulp, paper and board",$611.86M,2021
belgium,Import,"Mineral fuels, oils, distillation products",$70.82B,2023
belgium,Import,Pharmaceutical products,$53.73B,2023
belgium,Import,"Vehicles other than railway, tramway",$48.88B,2023
belgium,Import,"Electrical, electronic equipment",$29.01B,2023
belgium,Import,"Machinery, nuclear reactors, boilers",$28.46B,2023
belgium,Import,Organic chemicals,$26.33B,2023
belgium,Import,Plastics,$13.00B,2023
belgium,Import,"Pearls, precious stones, metals, coins",$12.79B,2023
belgium,Import,"Optical, photo, technical, medical apparatus",$10.32B,2023
belgium,Import,Iron and steel,$9.72B,2023
bosnia-and-herzegovina,Import,"Mineral fuels, oils, distillation products",$2.03B,2023
bosnia-and-herzegovina,Import,"Machinery, nuclear reactors, boilers",$1.32B,2023
bosnia-and-herzegovina,Import,"Vehicles other than railway, tramway",$1.15B,2023
bosnia-and-herzegovina,Import,"Electrical, electronic equipment",$1.07B,2023
bosnia-and-herzegovina,Import,Plastics,$791.80M,2023
bosnia-and-herzegovina,Import,Iron and steel,$583.80M,2023
bosnia-and-herzegovina,Import,Aluminum,$485.62M,2023
bosnia-and-herzegovina,Import,Pharmaceutical products,$477.35M,2023
bosnia-and-herzegovina,Import,Articles of iron or steel,$438.68M,2023
bosnia-and-herzegovina,Import,Copper,$310.82M,2023
bulgaria,Import,"Electrical, electronic equipment",$6.47B,2023
bulgaria,Import,"Mineral fuels, oils, distillation products",$5.97B,2023
bulgaria,Import,"Machinery, nuclear reactors, boilers",$5.31B,2023
bulgaria,Import,"Vehicles other than railway, tramway",$4.11B,2023
bulgaria,Import,Plastics,$2.27B,2023
bulgaria,Import,Ores slag and ash,$2.24B,2023
bulgaria,Import,Pharmaceutical products,$2.23B,2023
bulgaria,Import,Iron and steel,$1.80B,2023
bulgaria,Import,Copper,$1.26B,2023
bulgaria,Import,Articles of iron or steel,$1.09B,2023
croatia,Import,"Mineral fuels, oils, distillation products",$6.87B,2023
croatia,Import,"Machinery, nuclear reactors, boilers",$3.70B,2023
croatia,Import,"Vehicles other than railway, tramway",$3.48B,2023
croatia,Import,"Electrical, electronic equipment",$3.35B,2023
croatia,Import,Pharmaceutical products,$1.85B,2023
croatia,Import,Plastics,$1.62B,2023
croatia,Import,"Articles of apparel, knit or crocheted",$1.13B,2023
croatia,Import,Iron and steel,$1.09B,2023
croatia,Import,Articles of iron or steel,$1.06B,2023
croatia,Import,Aluminum,$849.50M,2023
cyprus,Import,"Mineral fuels, oils, distillation products",$3.14B,2023
cyprus,Import,"Ships, boats, and other floating structures",$1.90B,2023
cyprus,Import,"Vehicles other than railway, tramway",$1.13B,2023
cyprus,Import,"Machinery, nuclear reactors, boilers",$785.69M,2023
cyprus,Import,"Electrical, electronic equipment",$699.37M,2023
cyprus,Import,Pharmaceutical products,$485.47M,2023
cyprus,Import,Plastics,$294.49M,2023
cyprus,Import,Iron and steel,$258.72M,2023
cyprus,Import,"Beverages, spirits and vinegar",$240.34M,2023
cyprus,Import,"Furniture, lighting signs, prefabricated buildings",$224.84M,2023
czech-republic,Import,"Electrical, electronic equipment",$50.99B,2024
czech-republic,Import,"Machinery, nuclear reactors, boilers",$34.93B,2024
czech-republic,Import,"Vehicles other than railway, tramway",$23.30B,2024
czech-republic,Import,"Mineral fuels, oils, distillation products",$12.51B,2024
czech-republic,Import,Plastics,$10.86B,2024
czech-republic,Import,Pharmaceutical products,$7.89B,2024
czech-republic,Import,Iron and steel,$7.52B,2024
czech-republic,Import,"Optical, photo, technical, medical apparatus",$5.49B,2024
czech-republic,Import,Articles of iron or steel,$5.21B,2024
czech-republic,Import,"Furniture, lighting signs, prefabricated buildings",$4.53B,2024
denmark,Import,"Mineral fuels, oils, distillation products",$16.82B,2023
denmark,Import,"Machinery, nuclear reactors, boilers",$13.57B,2023
denmark,Import,"Electrical, electronic equipment",$12.31B,2023
denmark,Import,"Vehicles other than railway, tramway",$11.63B,2023
denmark,Import,Pharmaceutical products,$5.44B,2023
denmark,Import,Plastics,$4.52B,2023
denmark,Import,"Optical, photo, technical, medical apparatus",$3.71B,2023
denmark,Import,Articles of iron or steel,$3.44B,2023
denmark,Import,"Fish, crustaceans, molluscs, aquatics invertebrates",$3.02B,2023
denmark,Import,Iron and steel,$2.95B,2023
estonia,Import,"Electrical, electronic equipment",$2.91B,2023
estonia,Import,"Vehicles other than railway, tramway",$2.86B,2023
estonia,Import,"Mineral fuels, oils, distillation products",$2.55B,2023
estonia,Import,"Machinery, nuclear reactors, boilers",$2.32B,2023
estonia,Import,Plastics,$879.23M,2023
estonia,Import,Pharmaceutical products,$804.23M,2023
estonia,Import,Iron and steel,$758.20M,2023
estonia,Import,"Wood and articles of wood, wood charcoal",$704.12M,2023
estonia,Import,Articles of iron or steel,$644.47M,2023
estonia,Import,"Optical, photo, technical, medical apparatus",$522.54M,2023
faroe-islands,Import,"Mineral fuels, oils, distillation products",$123.42M,2009
faroe-islands,Import,"Ships, boats, and other floating structures",$95.09M,2009
faroe-islands,Import,"Machinery, nuclear reactors, boilers",$68.35M,2009
faroe-islands,Import,"Electrical, electronic equipment",$39.41M,2009
faroe-islands,Import,Pharmaceutical products,$26.83M,2009
faroe-islands,Import,"Vehicles other than railway, tramway",$25.51M,2009
faroe-islands,Import,"Furniture, lighting signs, prefabricated buildings",$21.54M,2009
faroe-islands,Import,Plastics,$20.28M,2009
faroe-islands,Import,"Residues, wastes of food industry, animal fodder",$19.41M,2009
faroe-islands,Import,"Paper and paperboard, articles of pulp, paper and board",$18.79M,2009
finland,Import,"Mineral fuels, oils, distillation products",$12.19B,2023
finland,Import,"Machinery, nuclear reactors, boilers",$10.29B,2023
finland,Import,"Electrical, electronic equipment",$9.71B,2023
finland,Import,"Vehicles other than railway, tramway",$7.93B,2023
finland,Import,Iron and steel,$2.98B,2023
finland,Import,Ores slag and ash,$2.65B,2023
finland,Import,Plastics,$2.64B,2023
finland,Import,Pharmaceutical products,$2.58B,2023
finland,Import,"Optical, photo, technical, medical apparatus",$2.48B,2023
finland,Import,Articles of iron or steel,$2.30B,2023
france,Import,"Mineral fuels, oils, distillation products",$104.58B,2023
france,Import,"Machinery, nuclear reactors, boilers",$89.13B,2023
france,Import,"Vehicles other than railway, tramway",$87.22B,2023
france,Import,"Electrical, electronic equipment",$69.15B,2023
france,Import,Pharmaceutical products,$36.15B,2023
france,Import,Plastics,$27.62B,2023
france,Import,"Optical, photo, technical, medical apparatus",$23.22B,2023
france,Import,Organic chemicals,$14.56B,2023
france,Import,Iron and steel,$14.50B,2023
france,Import,Articles of iron or steel,$14.38B,2023
germany,Import,"Electrical, electronic equipment",$138.54B,2024
germany,Import,"Machinery, nuclear reactors, boilers",$115.51B,2024
germany,Import,"Vehicles other than railway, tramway",$95.97B,2024
germany,Import,"Mineral fuels, oils, distillation products",$79.12B,2024
germany,Import,Pharmaceutical products,$52.64B,2024
germany,Import,"Optical, photo, technical, medical apparatus",$33.23B,2024
germany,Import,Plastics,$32.49B,2024
germany,Import,Organic chemicals,$27.01B,2024
germany,Import,Iron and steel,$18.65B,2024
germany,Import,Articles of iron or steel,$18.03B,2024
greece,Import,"Mineral fuels, oils, distillation products",$23.40B,2024
greece,Import,"Electrical, electronic equipment",$6.75B,2024
greece,Import,"Machinery, nuclear reactors, boilers",$6.31B,2024
greece,Import,"Vehicles other than railway, tramway",$4.94B,2024
greece,Import,Pharmaceutical products,$4.29B,2024
greece,Import,Plastics,$3.00B,2024
greece,Import,Organic chemicals,$2.44B,2024
greece,Import,Iron and steel,$1.93B,2024
greece,Import,Aluminum,$1.91B,2024
greece,Import,Meat and edible meat offal,$1.86B,2024
hungary,Import,"Electrical, electronic equipment",$31.10B,2023
hungary,Import,"Machinery, nuclear reactors, boilers",$21.00B,2023
hungary,Import,"Vehicles other than railway, tramway",$14.90B,2023
hungary,Import,"Mineral fuels, oils, distillation products",$14.34B,2023
hungary,Import,Plastics,$6.64B,2023
hungary,Import,Pharmaceutical products,$6.10B,2023
hungary,Import,Miscellaneous chemical products,$5.37B,2023
hungary,Import,Articles of iron or steel,$3.50B,2023
hungary,Import,"Optical, photo, technical, medical apparatus",$3.29B,2023
hungary,Import,Iron and steel,$3.09B,2023
iceland,Import,"Machinery, nuclear reactors, boilers",$1.46B,2024
iceland,Import,"Mineral fuels, oils, distillation products",$1.13B,2024
iceland,Import,"Electrical, electronic equipment",$1.13B,2024
iceland,Import,"Inorganic chemicals, precious metal compound, isotope",$789.61M,2024
iceland,Import,"Vehicles other than railway, tramway",$752.30M,2024
iceland,Import,"Furniture, lighting signs, prefabricated buildings",$287.32M,2024
iceland,Import,Pharmaceutical products,$266.74M,2024
iceland,Import,Plastics,$265.71M,2024
iceland,Import,"Optical, photo, technical, medical apparatus",$234.06M,2024
iceland,Import,Articles of iron or steel,$229.96M,2024
ireland,Import,Organic chemicals,$21.70B,2023
ireland,Import,"Aircraft, spacecraft",$20.84B,2023
ireland,Import,"Machinery, nuclear reactors, boilers",$16.02B,2023
ireland,Import,Pharmaceutical products,$13.45B,2023
ireland,Import,"Electrical, electronic equipment",$12.89B,2023
ireland,Import,"Mineral fuels, oils, distillation products",$10.88B,2023
ireland,Import,"Vehicles other than railway, tramway",$6.95B,2023
ireland,Import,"Optical, photo, technical, medical apparatus",$5.46B,2023
ireland,Import,Plastics,$4.15B,2023
ireland,Import,Articles of iron or steel,$1.72B,2023
italy,Import,"Mineral fuels, oils, distillation products",$93.65B,2023
italy,Import,"Vehicles other than railway, tramway",$61.52B,2023
italy,Import,"Machinery, nuclear reactors, boilers",$58.51B,2023
italy,Import,"Electrical, electronic equipment",$55.27B,2023
italy,Import,Pharmaceutical products,$32.73B,2023
italy,Import,Organic chemicals,$26.25B,2023
italy,Import,Plastics,$25.84B,2023
italy,Import,Iron and steel,$25.41B,2023
italy,Import,"Optical, photo, technical, medical apparatus",$17.22B,2023
italy,Import,"Pearls, precious stones, metals, coins",$17.04B,2023
latvia,Import,"Mineral fuels, oils, distillation products",$2.58B,2024
latvia,Import,"Electrical, electronic equipment",$2.42B,2024
latvia,Import,"Vehicles other than railway, tramway",$2.04B,2024
latvia,Import,"Machinery, nuclear reactors, boilers",$1.95B,2024
latvia,Import,Pharmaceutical products,$1.05B,2024
latvia,Import,Plastics,$894.21M,2024
latvia,Import,"Beverages, spirits and vinegar",$824.01M,2024
latvia,Import,"Wood and articles of wood, wood charcoal",$595.93M,2024
latvia,Import,Iron and steel,$540.55M,2024
latvia,Import,Articles of iron or steel,$525.67M,2024
lithuania,Import,"Mineral fuels, oils, distillation products",$9.61B,2023
lithuania,Import,"Vehicles other than railway, tramway",$5.68B,2023
lithuania,Import,"Electrical, electronic equipment",$4.18B,2023
lithuania,Import,"Machinery, nuclear reactors, boilers",$4.14B,2023
lithuania,Import,Plastics,$1.97B,2023
lithuania,Import,Pharmaceutical products,$1.78B,2023
lithuania,Import,"Optical, photo, technical, medical apparatus",$1.06B,2023
lithuania,Import,Articles of iron or steel,$1.01B,2023
lithuania,Import,Iron and steel,$973.22M,2023
lithuania,Import,"Beverages, spirits and vinegar",$914.54M,2023
luxembourg,Import,"Vehicles other than railway, tramway",$3.76B,2023
luxembourg,Import,"Mineral fuels, oils, distillation products",$3.15B,2023
luxembourg,Import,"Machinery, nuclear reactors, boilers",$2.06B,2023
luxembourg,Import,"Electrical, electronic equipment",$1.52B,2023
luxembourg,Import,Plastics,$1.34B,2023
luxembourg,Import,Iron and steel,$1.16B,2023
luxembourg,Import,Pharmaceutical products,$736.45M,2023
luxembourg,Import,Rubbers,$733.15M,2023
luxembourg,Import,"Beverages, spirits and vinegar",$618.05M,2023
luxembourg,Import,Articles of iron or steel,$609.24M,2023
malta,Import,"Mineral fuels, oils, distillation products",$1.35B,2023
malta,Import,"Electrical, electronic equipment",$1.14B,2023
malta,Import,"Ships, boats, and other floating structures",$736.70M,2023
malta,Import,"Aircraft, spacecraft",$571.80M,2023
malta,Import,"Machinery, nuclear reactors, boilers",$512.47M,2023
malta,Import,"Vehicles other than railway, tramway",$439.92M,2023
malta,Import,Pharmaceutical products,$413.84M,2023
malta,Import,Plastics,$244.19M,2023
malta,Import,"Fish, crustaceans, molluscs, aquatics invertebrates",$211.82M,2023
malta,Import,"Paper and paperboard, articles of pulp, paper and board",$155.60M,2023
moldova,Import,"Mineral fuels, oils, distillation products",$1.96B,2023
moldova,Import,"Electrical, electronic equipment",$876.35M,2023
moldova,Import,"Vehicles other than railway, tramway",$669.67M,2023
moldova,Import,"Machinery, nuclear reactors, boilers",$618.00M,2023
moldova,Import,Plastics,$352.17M,2023
moldova,Import,Pharmaceutical products,$300.18M,2023
moldova,Import,"Wood and articles of wood, wood charcoal",$147.22M,2023
moldova,Import,Articles of iron or steel,$140.55M,2023
moldova,Import,"Optical, photo, technical, medical apparatus",$134.91M,2023
moldova,Import,Fertilizers,$134.28M,2023
montenegro,Import,"Mineral fuels, oils, distillation products",$426.32M,2023
montenegro,Import,"Vehicles other than railway, tramway",$362.61M,2023
montenegro,Import,"Machinery, nuclear reactors, boilers",$309.47M,2023
montenegro,Import,"Electrical, electronic equipment",$257.82M,2023
montenegro,Import,Pharmaceutical products,$200.24M,2023
montenegro,Import,Meat and edible meat offal,$157.02M,2023
montenegro,Import,"Furniture, lighting signs, prefabricated buildings",$131.00M,2023
montenegro,Import,"Beverages, spirits and vinegar",$128.29M,2023
montenegro,Import,Articles of iron or steel,$123.00M,2023
montenegro,Import,Plastics,$111.75M,2023
netherlands,Import,"Mineral fuels, oils, distillation products",$112.36B,2024
netherlands,Import,"Machinery, nuclear reactors, boilers",$75.94B,2024
netherlands,Import,"Electrical, electronic equipment",$70.58B,2024
netherlands,Import,"Optical, photo, technical, medical apparatus",$39.21B,2024
netherlands,Import,"Vehicles other than railway, tramway",$34.41B,2024
netherlands,Import,Pharmaceutical products,$29.77B,2024
netherlands,Import,Plastics,$17.84B,2024
netherlands,Import,Organic chemicals,$16.01B,2024
netherlands,Import,Miscellaneous chemical products,$13.37B,2024
netherlands,Import,Iron and steel,$9.62B,2024
norway,Import,"Machinery, nuclear reactors, boilers",$15.08B,2024
norway,Import,"Vehicles other than railway, tramway",$10.06B,2024
norway,Import,"Electrical, electronic equipment",$9.43B,2024
norway,Import,"Mineral fuels, oils, distillation products",$6.57B,2024
norway,Import,Articles of iron or steel,$4.62B,2024
norway,Import,"Optical, photo, technical, medical apparatus",$3.24B,2024
norway,Import,Pharmaceutical products,$3.04B,2024
norway,Import,Plastics,$2.72B,2024
norway,Import,"Furniture, lighting signs, prefabricated buildings",$2.66B,2024
norway,Import,"Inorganic chemicals, precious metal compound, isotope",$2.22B,2024
poland,Import,"Machinery, nuclear reactors, boilers",$44.51B,2023
poland,Import,"Electrical, electronic equipment",$34.48B,2023
poland,Import,"Vehicles other than railway, tramway",$33.50B,2023
poland,Import,"Mineral fuels, oils, distillation products",$33.12B,2023
poland,Import,Plastics,$18.32B,2023
